날짜,종목명,티커,기준모델,AI예측,확신도,핫키워드,뉴스판정,뉴스요약,뉴스출처,패턴판정,차트판정,핵심사유,뉴스수집성공,뉴스수집오류,비교모델,비교AI예측,비교확신도,비교핫키워드,비교뉴스판정,비교뉴스요약,비교뉴스출처,비교패턴판정,비교차트판정,비교핵심사유,비교뉴스수집성공,비교뉴스수집오류,종합예측,종합점수,대표뉴스키워드,대표뉴스요약,대표뉴스판정,대표뉴스모델,대표뉴스점수,모델일치도,뉴스중요도,종합사유
2026-04-22,AAPL,AAPL,gemini-2.5-flash,▲ 상승,75,CEO 교체,단순 기대감,"애플은 9월 1일부로 팀 쿡이 이사회 의장으로, 하드웨어 엔지니어링 수석 부사장인 존 터누스가 차기 CEO로 취임하는 계획된 경영진 교체를 발표했다. 이는 하드웨어 전문성을 바탕으로 애플의 미래 혁신에 대한 기대감을 높이고 있다.","stocktitan.net, apple.com, etftrends.com",유사패턴 강세,혼조,과거 패턴의 일관된 상승 예측과 신임 CEO에 대한 긍정적인 기대감이 현재 차트의 혼조세와 이동평균선 역배열로 인한 불확실성을 상쇄하며 단기 상승 가능성에 무게를 싣는다.,Y,,gemini-3-flash-preview,▼ 하락,68.0,중국 시장 점유율 하락,실질 악재,올해 1분기 중국 내 아이폰 판매량이 전년 동기 대비 19.1% 급감하며 시장 점유율이 3위로 하락했습니다. 화웨이 등 현지 브랜드의 약진과 애국 소비 확산이 실적에 직접적인 타격을 준 것으로 분석됩니다.,,유사패턴 강세,혼조,과거 유사 패턴은 상승 우위이나 중국 내 판매 급감이라는 실질적 악재와 이평선 역배열 상태에서 발생한 오늘의 급락이 단기 하방 압력을 강하게 형성하고 있다.,Y,,━ 관망,56.0,의견 충돌,CEO 교체 관련 기대감와 중국 시장 점유율 하락 관련 악재가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,65.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
2026-04-22,GOOGL,GOOGL,gemini-2.5-flash,▲ 상승,90,AI 칩,실질 호재,구글은 엔비디아 GPU 의존도를 줄이고 AI 워크로드 효율성을 높이기 위해 마벨 테크놀로지와 협력하여 새로운 AI 칩(메모리 처리 장치 및 차세대 TPU)을 개발 중이다.,benzinga.com,유사패턴 강세,강세,"구글의 AI 칩 개발이라는 실질적 호재와 AI 성장 기대의 과거 패턴이 맞물리고, 현재가가 이동평균선을 상회하며 단기 상승 가능성이 높습니다.",Y,,gemini-3-flash-preview,▲ 상승,82.0,Axion 기반 인프라 혁신,실질 호재,구글은 자체 설계한 Arm 기반 CPU '액시온(Axion)'을 공개하며 데이터센터의 에너지 효율을 높이고 클라우드 비용을 절감하는 성과를 거두었습니다. 이는 AI 서비스의 수익성 개선과 더불어 하드웨어 독립성을 강화하는 실질적인 기술적 진보로 평가됩니다.,,유사패턴 강세,혼조,자체 설계 CPU를 통한 비용 절감이라는 실질적 호재와 과거 상승 패턴의 일치성이 높으나 이평선 역배열 상태에서 발생한 단기 숨고르기 국면으로 판단된다.,Y,,▲ 상승,91.0,AI 칩,구글은 엔비디아 GPU 의존도를 줄이고 AI 워크로드 효율성을 높이기 위해 마벨 테크놀로지와 협력하여 새로운 AI 칩(메모리 처리 장치 및 차세대 TPU)을 개발 중이다.,실질 호재,gemini-2.5-flash,90.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-22,삼진제약,000520,gemini-2.5-flash,━ 관망,65,월드클래스 플러스 프로젝트,실질 호재,삼진제약이 산업통상자원부의 '월드클래스 플러스 프로젝트'에 최종 선정되어 혁신 신약 및 ADC 플랫폼 기반 기술 개발에 정부 지원을 받게 되었습니다. 이는 회사의 신약 사업화 가능성을 인정받은 실질적인 호재입니다.,"chosun.com, news1.kr, dailypharm.com",유사패턴 강세,약세,"현재 차트는 20일선과 60일선을 하회하며 역배열을 보이고 당일 3.61% 하락 마감하여 약세 신호를 강하게 보내나, 정부 지원을 받는 혁신 신약 개발 호재와 과거 유사 패턴의 상승 예측 성향이 상충하여 단기 방향성 예측에 불확실성이 크다.",Y,,gemini-3-flash-preview,▲ 상승,72.0,월드클래스 플러스,실질 호재,산업부 주관 ‘월드클래스 플러스’ 지원사업에 선정되어 차세대 ADC 플랫폼 및 신약(SJN314) 개발에 대한 대규모 정부 지원과 기술력을 인정받았습니다. 이를 통해 제네릭 중심에서 항암 및 첨단 바이오 위주의 고부가가치 사업 구조로의 전환이 가속화될 전망입니다.,"dailypharm.com, g-enews.com",유사패턴 강세,약세,"현재 차트는 이평선 역배열 및 주요 선 하회로 기술적 약세가 뚜렷하나, 신약 개발 가속화를 뒷받침하는 대규모 정부 지원이라는 실질적 호재와 과거 유사 패턴의 상승 우세 성향이 단기 반등 모멘텀으로 작용할 것으로 판단됨.",Y,,▲ 상승,70.0,월드클래스 플러스 프로젝트,삼진제약이 산업통상자원부의 '월드클래스 플러스 프로젝트'에 최종 선정되어 혁신 신약 및 ADC 플랫폼 기반 기술 개발에 정부 지원을 받게 되었습니다. 이는 회사의 신약 사업화 가능성을 인정받은 실질적인 호재입니다.,실질 호재,gemini-2.5-flash,90.0,50.0,100.0,한 모델이 관망 또는 약한 신호를 제시하여 중간 수준으로 반영함
2026-04-22,케이뱅크,272210,gemini-2.5-flash,▼ 하락,75,보호예수 물량,실질 악재,"케이뱅크는 상장 한 달 만에 공모가를 크게 밑돌며 주가가 부진하고 있으며, 수익성 악화와 업비트 의존도, 그리고 6월부터 시작될 보호예수 물량 해제에 대한 우려가 커지고 있다.","newstopkorea.com, newsway.co.kr, daum.net",유사패턴 약세,강세,"단기 차트는 긍정적이나, 심각한 수익성 악화와 6월 보호예수 물량 해제에 대한 우려 등 강력한 실질 악재와 과거 패턴이 하방 압력을 시사하여 하락 가능성이 높다.",Y,,gemini-3-flash-preview,━ 관망,60.0,수익성 악화,실질 악재,"2025년 당기순이익이 전년 대비 12.1% 감소한 1,126억 원을 기록하며 성장이 둔화되었고, 상장 이후 주가가 공모가(8,300원)를 20% 이상 하회하는 부진이 지속되고 있습니다. 이에 대응해 창사 이래 첫 희망퇴직을 실시하는 등 고정비 절감과 수익성 방어를 위한 조직 효율화에 착수했습니다.","daum.net, sisaworld.kr, newsfield.net",유사패턴 약세,강세,정배열 추세의 기술적 강세와 수익성 둔화 및 희망퇴직 등 실질적 펀더멘털 악재가 정면으로 충돌하고 있어 단기 방향성 확인이 필요한 시점이다.,Y,,▼ 하락,69.0,보호예수 물량,"케이뱅크는 상장 한 달 만에 공모가를 크게 밑돌며 주가가 부진하고 있으며, 수익성 악화와 업비트 의존도, 그리고 6월부터 시작될 보호예수 물량 해제에 대한 우려가 커지고 있다.",실질 악재,gemini-2.5-flash,95.0,50.0,100.0,한 모델이 관망 또는 약한 신호를 제시하여 중간 수준으로 반영함
2026-04-22,리얼티인컴,O,gemini-2.5-flash,▲ 상승,85,성장 및 배당,실질 호재,"리얼티인컴은 2026년 4월 670번째 월간 배당금을 인상 지급하며 안정적인 배당 정책을 이어갔고, 2026년 조정 운용 자금(AFFO)이 약 2.8% 증가할 것으로 전망하며 80억 달러 규모의 투자를 계획하고 있어 지속적인 성장이 기대된다.","seekingalpha.com, zacks.com, dividendinvestor.com",유사패턴 강세,혼조,리얼티인컴은 안정적인 배당 인상 및 AFFO 성장이 기대되는 실질 호재성 뉴스와 과거 유사 패턴의 강한 상승 예측이 맞물려 단기적으로 상승할 것으로 예상된다.,Y,,gemini-3-flash-preview,▲ 상승,82.0,배당금 증액,실질 호재,리얼티인컴은 최근 분기 배당금 증액을 발표하며 106회 연속 분기별 배당 인상 기록을 달성했습니다. 이는 고금리 환경 지속에도 불구하고 견고한 점유율과 포트폴리오 다각화를 통해 안정적인 현금 흐름을 창출하고 있음을 입증합니다.,,유사패턴 강세,혼조,주가가 20일 및 60일 이평선을 모두 상회하는 가운데 배당 증액이라는 실질적 펀더멘털 호재와 과거 상승 패턴이 결합되어 단기적 상승 우위가 판단된다.,Y,,▲ 상승,89.0,성장 및 배당,"리얼티인컴은 2026년 4월 670번째 월간 배당금을 인상 지급하며 안정적인 배당 정책을 이어갔고, 2026년 조정 운용 자금(AFFO)이 약 2.8% 증가할 것으로 전망하며 80억 달러 규모의 투자를 계획하고 있어 지속적인 성장이 기대된다.",실질 호재,gemini-2.5-flash,90.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-22,포스코DX,022100,gemini-2.5-flash,▲ 상승,85,AI,실질 호재,"포스코DX는 최근 'Automation World 2026'에서 AI 에이전트와 피지컬 AI를 활용한 제조 현장 AX·DX 사례를 선보였으며, 국산 NPU 개발사에 투자하여 제조 AI 혁신을 가속화하는 등 AI 및 로봇 기반 스마트팩토리 솔루션 확장에 주력하고 있다.","posco.com, chosun.com, edaily.co.kr",유사패턴 강세,혼조,포스코DX는 AI 및 로봇 기반 스마트팩토리 솔루션 확장이라는 실질적인 호재성 뉴스에 힘입어 20일선을 상회하고 60일선 돌파를 시도하는 강한 단기 상승 모멘텀을 보인다.,Y,,gemini-3-flash-preview,▲ 상승,82.0,이차전지 자동화 수주,실질 호재,포스코 그룹의 이차전지 소재 생산 라인 확대에 따른 스마트팩토리 및 자동화 설비 수주가 지속되며 매출과 영업이익이 동반 성장하고 있습니다. 특히 산업용 로봇과 AI 기술을 결합한 고부가 가치 솔루션 공급이 실질적인 실적 개선을 견인하고 있습니다.,,유사패턴 강세,혼조,실질적인 수주 기반의 실적 성장세와 과거 상승 패턴의 일치성이 높으나 60일 이동평균선 돌파 여부에 따른 단기 저항 확인이 필요하다.,Y,,▲ 상승,89.0,AI,"포스코DX는 최근 'Automation World 2026'에서 AI 에이전트와 피지컬 AI를 활용한 제조 현장 AX·DX 사례를 선보였으며, 국산 NPU 개발사에 투자하여 제조 AI 혁신을 가속화하는 등 AI 및 로봇 기반 스마트팩토리 솔루션 확장에 주력하고 있다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-22,카카오,035720,gemini-2.5-flash,▼ 하락,80,AI 사업 성과 및 주가 부진,실질 악재,"카카오는 1분기 역대급 실적이 예상되지만, AI 서비스의 제한적인 트래픽 증가와 수익화 불확실성으로 인해 주가가 부진하고 목표 주가가 하향 조정되고 있다.","newstomato.com, youtube.com",유사패턴 강세,혼조,"1분기 실적 개선에도 불구하고 AI 사업 성과 부진과 수익화 불확실성이라는 실질 악재가 강력하며, 단기 이평선 상회에도 불구하고 역배열의 중장기 하락 추세가 단기 상승 여력을 제한할 것으로 예상된다.",Y,,gemini-3-flash-preview,▲ 상승,78.0,AI B2B 수익화,실질 호재,카카오의 통합 AI 플랫폼 '카나나'가 유료화 전환 이후 기업향(B2B) 매출이 급증하며 1분기 어닝 서프라이즈를 기록했습니다. 사법 리스크의 단계적 해소와 함께 AI 중심의 사업 구조 재편이 실질적인 영업이익 개선으로 이어지고 있습니다.,,유사패턴 강세,혼조,AI 플랫폼 카나나의 실질적 매출 기여와 어닝 서프라이즈라는 강력한 펀더멘털 개선이 60일선 저항을 돌파하기 위한 단기 상승 동력으로 작용할 전망이다.,Y,,━ 관망,62.0,의견 충돌,AI 사업 성과 및 주가 부진 관련 악재와 AI B2B 수익화 관련 호재가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,70.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
2026-04-23,삼성전자,005930,gemini-2.5-flash,━ 관망,60,총파업,실질 악재,삼성전자 DS부문 노조가 5월 대규모 총파업을 예고하며 메모리 반도체 라인 가동 중단에 따른 최대 30조원 규모의 생산 차질 및 손실 발생 우려가 커지고 있다.,"imbc.com, daum.net, chosun.com",유사패턴 강세,강세,"현재가는 20일선과 60일선을 모두 상회하며 정배열을 형성, 기술적으로 강한 상승 추세이나, DS부문 노조의 총파업 예고로 인한 대규모 생산 차질 우려가 단기 방향성에 큰 불확실성을 가중시키고 있어 관망이 필요하다.",Y,,gemini-3-flash-preview,━ 관망,60.0,노조 총파업,실질 악재,"1분기 영업이익 57조 원의 역대급 어닝 서프라이즈를 기록했으나, 오늘 평택 사업장에 노조원 3만 7천여 명이 집결하며 성과급 및 임금 인상을 요구하는 대규모 시위가 벌어지고 있다. 노조 측이 5월 총파업을 예고하면서 반도체 생산 차질 및 경영 집중력 분산에 대한 우려가 실질적인 리스크로 부각되는 중이다.",,유사패턴 강세,강세,"이평선 정배열과 역대급 실적이라는 강력한 기술적·기본적 토대가 구축되어 있으나, 대규모 노조 리스크가 실질적인 생산 차질 우려를 낳으며 단기 상방 동력을 억제하고 있다.",Y,,━ 관망,74.0,총파업,삼성전자 DS부문 노조가 5월 대규모 총파업을 예고하며 메모리 반도체 라인 가동 중단에 따른 최대 30조원 규모의 생산 차질 및 손실 발생 우려가 커지고 있다.,실질 악재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-23,NVDA,NVDA,gemini-2.5-flash,▲ 상승,90,AI 기술 리더십,실질 호재,"엔비디아는 2026년 4분기 및 회계연도에 기록적인 매출을 달성하며 강력한 실적을 보였고, 최근 구글 클라우드와 AI 협력을 확대하고 양자 컴퓨팅용 AI 툴셋을 공개하는 등 AI 기술 리더십을 더욱 공고히 하고 있다.","nvidia.com, investing.com, advfn.com",유사패턴 강세,강세,"현재 주가는 정배열 상태에서 20일선과 60일선을 상회하며 강한 상승 추세를 보이고 있으며, 기록적인 실적과 AI 기술 리더십 강화를 담은 실질 호재 뉴스, 그리고 과거 유사 패턴 모두 상승을 강하게 지지합니다.",Y,,gemini-3-flash-preview,▲ 상승,92.0,AI CAPEX 확대,실질 호재,메타(Meta)를 비롯한 글로벌 빅테크 기업들이 AI 인프라 확장을 위해 자본 지출 규모를 대폭 상향하면서 엔비디아 가속기에 대한 수요 견고함이 재확인되었습니다. 차세대 칩 '블랙웰(Blackwell)'의 본격적인 출하와 맞물려 실적 성장의 가시성이 매우 높아진 상황입니다.,,유사패턴 강세,강세,빅테크의 공격적인 AI 자본지출 증액이라는 실질적 펀더멘털 개선과 이평선 정배열의 기술적 강세가 결합되어 추가 상승 가능성이 매우 높다.,Y,,▲ 상승,94.0,AI 기술 리더십,"엔비디아는 2026년 4분기 및 회계연도에 기록적인 매출을 달성하며 강력한 실적을 보였고, 최근 구글 클라우드와 AI 협력을 확대하고 양자 컴퓨팅용 AI 툴셋을 공개하는 등 AI 기술 리더십을 더욱 공고히 하고 있다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-23,TSLA,TSLA,gemini-2.5-flash,▲ 상승,75,1분기 실적 호조,실질 호재,"테슬라(TSLA)는 2026년 1분기 조정 주당순이익이 시장 예상치를 상회했으며, 견고한 매출과 개선된 총마진 및 잉여현금흐름을 기록하며 시장의 우려를 불식시켰다. 또한 AI 및 로보택시 등 미래 핵심 사업에 대한 지속적인 투자 계획을 강조했다.","benzinga.com, public.com, teslarati.com",유사패턴 약세,혼조,강력한 1분기 실적 호조와 미래 사업 투자 계획 강조 뉴스가 단기 주가 상승 모멘텀을 제공하며 하방 압력을 상쇄할 것으로 예상된다.,Y,,gemini-3-flash-preview,▼ 하락,85.0,인도량 감소,실질 악재,글로벌 전기차 수요 둔화와 중국 시장 경쟁 심화로 인해 1분기 인도량이 전년 대비 역성장하며 시장 예상치를 크게 하회했습니다.,,유사패턴 약세,약세,이평선 역배열 상태에서 인도량 역성장이라는 실질적 악재가 가시화되었으며 과거 유사 패턴에서도 하락 신호가 우세하여 단기적인 추가 하향 압력이 클 것으로 판단된다.,Y,,━ 관망,62.0,의견 충돌,1분기 실적 호조 관련 호재와 인도량 감소 관련 악재가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,70.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
2026-04-23,AAPL,AAPL,gemini-2.5-flash,▲ 상승,78,CEO 교체,실질 악재,"팀 쿡 CEO가 9월 1일부로 사임하고 하드웨어 엔지니어링 수석 부사장인 존 터너스가 새로운 CEO로 취임할 예정이며, 이에 따라 단기적인 투자 불확실성이 증가하여 주가가 하락했습니다.","barchart.com, fool.com, indiatimes.com",유사패턴 강세,강세,현재가가 20일선과 60일선을 모두 상회하며 2.63% 상승한 강력한 단기 상승 차트 신호와 CEO 교체 시에도 상승을 예측했던 과거 패턴이 실질 악재 뉴스의 단기적 영향력을 상쇄하며 매수 심리를 견인하는 것으로 보인다.,Y,,gemini-3-flash-preview,▲ 상승,78.0,경영권 승계 및 AI 로드맵,단순 기대감,15년간 애플을 이끈 팀 쿡 CEO의 사임과 존 터너스 부사장의 승계 발표로 인해 하드웨어 중심의 차세대 혁신에 대한 시장의 기대감이 고조되고 있습니다. 오는 4월 30일 예정된 2분기 실적 발표를 통해 신임 CEO 체제에서의 구체적인 AI 전략과 경영 로드맵이 공개될 것으로 보입니다.,,유사패턴 강세,강세,CEO 교체 기대감과 실적 발표 전 AI 전략 공개에 대한 심리가 역배열 상태인 이평선을 돌파하는 강한 단기 상승 모멘텀을 형성하고 있다.,Y,,▲ 상승,80.0,CEO 교체,"팀 쿡 CEO가 9월 1일부로 사임하고 하드웨어 엔지니어링 수석 부사장인 존 터너스가 새로운 CEO로 취임할 예정이며, 이에 따라 단기적인 투자 불확실성이 증가하여 주가가 하락했습니다.",실질 악재,gemini-2.5-flash,95.0,100.0,65.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-23,GOOGL,GOOGL,gemini-2.5-flash,▲ 상승,90,AI 확장 및 채택,실질 호재,"알파벳은 Google Cloud Next '26에서 에이전트 AI를 위한 8세대 TPU 및 새로운 플랫폼을 공개하고, 기업의 AI 도입 가속화를 위해 7.5억 달러를 투자하는 등 AI 역량 강화와 시장 확장에 적극적으로 나서고 있습니다.","inc.com, ciodive.com, deepmind.google",유사패턴 강세,강세,"현재가가 20일선과 60일선을 크게 상회하며 강한 상승 모멘텀을 보이고, 실질적인 AI 확장 및 투자 호재 뉴스, 그리고 과거 유사 패턴 또한 일관되게 상승을 예측하여 단기 상승 가능성이 높다.",Y,,gemini-3-flash-preview,▲ 상승,92.0,사상 첫 배당 및 주주 환원,실질 호재,알파벳은 1분기 호실적과 함께 사상 첫 분기 배당 실시와 700억 달러 규모의 대규모 자사주 매입 계획을 발표했습니다. 클라우드 부문의 가파른 수익성 개선과 AI 인프라 수요 확대가 실질적인 실적 성장을 견인했습니다.,,유사패턴 강세,강세,사상 첫 배당 실시와 대규모 자사주 매입이라는 강력한 주주 환원 정책이 실적 호조와 맞물려 단기 이평선 역배열을 돌파하는 강력한 상승 추세를 형성하고 있다.,Y,,▲ 상승,94.0,AI 확장 및 채택,"알파벳은 Google Cloud Next '26에서 에이전트 AI를 위한 8세대 TPU 및 새로운 플랫폼을 공개하고, 기업의 AI 도입 가속화를 위해 7.5억 달러를 투자하는 등 AI 역량 강화와 시장 확장에 적극적으로 나서고 있습니다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-23,삼진제약,000520,gemini-2.5-flash,━ 관망,65,신약 개발,실질 호재,"삼진제약은 연구 인력 및 R&D 투자를 확대하여 신약 개발을 강화하고 있으며, 산업부 '월드클래스 플러스 프로젝트'에 선정되어 핵심 파이프라인의 사업화 가능성을 인정받았다. 또한, 알츠하이머 치료제 'AR1001'의 3상 결과가 2026년 3분기에 발표될 예정이다.","medipana.com, chosun.com",유사패턴 강세,약세,"현재 차트가 역배열 하락 추세를 보이나, '월드클래스 플러스 프로젝트' 선정 및 신약 개발 강화 뉴스가 강력한 실질 호재로 작용하여 단기 방향성에 대한 확신이 부족해 관망이 필요하다.",Y,,gemini-3-flash-preview,▲ 상승,68.0,디지털 헬스케어,실질 호재,웨어러블 심전도 측정기 등 의료기기 사업의 글로벌 진출 가속화와 건강기능식품 부문의 매출 비중 확대로 수익 구조 다변화 성과가 가시화되고 있습니다.,,유사패턴 강세,약세,"실질적인 사업 다각화 호재와 과거의 높은 상승 전환 패턴에도 불구하고, 이평선 역배열에 따른 하방 압력이 존재하여 20일선 돌파를 타겟으로 한 단기 기술적 반등이 기대됩니다.",Y,,▲ 상승,68.0,신약 개발,"삼진제약은 연구 인력 및 R&D 투자를 확대하여 신약 개발을 강화하고 있으며, 산업부 '월드클래스 플러스 프로젝트'에 선정되어 핵심 파이프라인의 사업화 가능성을 인정받았다. 또한, 알츠하이머 치료제 'AR1001'의 3상 결과가 2026년 3분기에 발표될 예정이다.",실질 호재,gemini-2.5-flash,90.0,50.0,100.0,한 모델이 관망 또는 약한 신호를 제시하여 중간 수준으로 반영함
2026-04-23,케이뱅크,272210,gemini-2.5-flash,▼ 하락,75,케이뱅크 희망퇴직,실질 악재,"케이뱅크는 지난 3월 코스피 상장에 성공했지만, 상장 후 주가가 공모가를 밑돌고 있으며, 수익성 악화에 따른 효율성 강화를 위해 창사 이래 첫 희망퇴직을 실시하고 있다.","newsway.co.kr, judal.co.kr, youtube.com",유사패턴 약세,강세,"케이뱅크는 현재 차트상 정배열과 이평선 상회로 단기적 강세를 보이나, 수익성 악화에 따른 희망퇴직이라는 실질 악재와 과거 유사 패턴의 하락 예측 성향이 강하게 우세하여 단기적인 하방 압력이 클 것으로 예상된다.",Y,,gemini-3-flash-preview,▼ 하락,68.0,수익성 악화,실질 악재,"가상자산 예치금 이자 비용 증가로 지난해 순이익이 전년 대비 12% 감소했으며, 상장 한 달이 지났음에도 주가가 공모가를 지속적으로 하회하며 수익성 강화가 시급한 과제로 부각되었습니다.",newsway.co.kr,유사패턴 약세,강세,이평선 정배열의 기술적 강세에도 불구하고 순이익 감소라는 실질적 악재와 하락 성향이 강한 과거 패턴이 단기 상승 여력을 제한할 것으로 판단됨,Y,,▼ 하락,81.0,케이뱅크 희망퇴직,"케이뱅크는 지난 3월 코스피 상장에 성공했지만, 상장 후 주가가 공모가를 밑돌고 있으며, 수익성 악화에 따른 효율성 강화를 위해 창사 이래 첫 희망퇴직을 실시하고 있다.",실질 악재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-23,리얼티인컴,O,gemini-2.5-flash,▲ 상승,78,글로벌 투자 확대,실질 호재,"리얼티인컴은 2026년 80억 달러 규모의 공격적인 글로벌 투자 계획을 발표하고 아폴로 등과의 전략적 파트너십을 통해 유럽 및 멕시코 시장으로 확장을 추진하며, 670번째 연속 월 배당 지급을 이어가고 있다.","stockevents.app, 247wallst.com, seekingalpha.com",유사패턴 강세,혼조,공격적인 글로벌 투자 계획 및 지속적인 배당 지급 소식과 과거 상승 패턴이 혼조세인 차트 흐름에도 불구하고 단기 상승 가능성을 높인다.,Y,,gemini-3-flash-preview,▲ 상승,78.0,유럽 확장 및 배당 안정성,실질 호재,"670회 연속 월배당 지급을 발표하며 독보적인 배당 안정성을 입증했으며, 아폴로(Apollo)와의 10억 달러 파트너십을 통해 유럽 중심의 공격적인 자산 매입과 포트폴리오 다각화를 추진하고 있습니다.",,유사패턴 강세,혼조,60일선 저항이 존재하나 강력한 배당 안정성과 유럽 확장이라는 실질적 호재가 하방 경직성을 확보하며 단기 반등을 견인할 것으로 판단됨.,Y,,▲ 상승,86.0,글로벌 투자 확대,"리얼티인컴은 2026년 80억 달러 규모의 공격적인 글로벌 투자 계획을 발표하고 아폴로 등과의 전략적 파트너십을 통해 유럽 및 멕시코 시장으로 확장을 추진하며, 670번째 연속 월 배당 지급을 이어가고 있다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-23,포스코DX,022100,gemini-2.5-flash,▲ 상승,90,AI 전환,실질 호재,"포스코DX는 'AW 2026'에서 AI 에이전트와 피지컬 AI 기반의 스마트 팩토리 솔루션을 선보이며 AI 네이티브 기업 전환을 가속화하고 있으며, 국산 NPU 개발사에 투자하는 등 AI 기술력 강화에 박차를 가하고 있다.","posco.com, chosun.com, mt.co.kr",유사패턴 강세,강세,"현재가가 단기 및 중기 이평선을 상회하며 강한 상승 모멘텀을 보이고 있으며, AI 네이티브 기업 전환 관련 실질적인 호재 뉴스 및 과거 유사 패턴 또한 상승을 지지한다.",Y,,gemini-3-flash-preview,▲ 상승,88.0,수주액 급증,실질 호재,"최근 수주액이 전분기 대비 169% 급증하며 실적 턴어라운드의 발판을 마련했으며, 산업용 AI와 로봇을 결합한 통합 솔루션 공급을 통해 2026년 수익성 개선이 본격화되고 있다.","thelec.kr, poscodx.com",유사패턴 강세,강세,전분기 대비 169% 급증한 수주 데이터가 실적 턴어라운드를 증명하는 가운데 현재가가 60일 이동평균선을 상향 돌파하며 단기 추세 전환에 성공했다.,Y,,▲ 상승,93.0,AI 전환,"포스코DX는 'AW 2026'에서 AI 에이전트와 피지컬 AI 기반의 스마트 팩토리 솔루션을 선보이며 AI 네이티브 기업 전환을 가속화하고 있으며, 국산 NPU 개발사에 투자하는 등 AI 기술력 강화에 박차를 가하고 있다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-23,카카오,035720,gemini-2.5-flash,▲ 상승,75,카카오 실적 및 신사업,실질 호재,"카카오는 톡비즈 성장과 사업 재편에 힘입어 2026년 1분기 역대 최대 영업이익이 전망되며, 카카오톡 내 AI 검색 서비스 '카나나' 시범 운영 및 금융 자회사의 글로벌 확장을 본격화하고 있다.","mztip.com, mk.co.kr, byline.network",유사패턴 강세,혼조,톡비즈 성장과 신사업 확장에 따른 역대 최대 1분기 실적 전망이라는 강력한 호재와 과거 패턴의 상승 우세가 단기적인 하락 추세를 극복할 가능성을 높인다.,Y,,gemini-3-flash-preview,▲ 상승,78.0,1분기 어닝 서프라이즈,실질 호재,"2026년 1분기 영업이익이 전년 대비 약 70% 급증하며 역대급 실적 달성이 예상되며, AI 에이전트 '카나나' 출시와 계열사 정리 등 체질 개선 효과가 실적을 견인하고 있습니다.",fntimes.com,유사패턴 강세,혼조,역배열 추세 내 저항이 존재하나 역대급 실적 반등과 AI 신사업 기대감이 단기 모멘텀을 강화하며 20일선 지지 기반의 상방 돌파를 시도할 것으로 판단됨,Y,,▲ 상승,85.0,카카오 실적 및 신사업,"카카오는 톡비즈 성장과 사업 재편에 힘입어 2026년 1분기 역대 최대 영업이익이 전망되며, 카카오톡 내 AI 검색 서비스 '카나나' 시범 운영 및 금융 자회사의 글로벌 확장을 본격화하고 있다.",실질 호재,gemini-2.5-flash,90.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
